formula,energy
Ca2O8Sm4,-3.643302428214285
Ge4Nb4O14,-2.4192441907954545
CuO4Sr2,-2.197640647857143
Bi2Ho2O6,-2.803469788750001
Fe2Li12S8,-1.3411804132954552
I4O12Sr2,-1.5294951280555555
H2O10P2Ti2,-2.77437972295994
HoKO2,-3.142626258875
Na2O5Ti2,-3.0344828721759254
Li4O16Sn5Ti3,-2.4779646498214283
O6Sn2Ti2,-2.7707574370833337
BiCuLi2O4,-1.55771150125
F2Gd2O2,-4.195850080813333
ClORb3,-1.532869847108897
Li3O13Ti6,-3.2272232198295474
Cu3Li3O8P2,-2.0810172215178566
O12Sm4Tl4,-2.4254546492500006
ErO2Tl,-2.756376815625
CuO6Ta2,-2.7165199097222215
Cu2Ho4O8,-3.1382807535714283
Ba4O16Tl8,-1.682334213928571
Cu4Li3O8Te,-1.3876234524999989
Li3NbO12Te2Zr,-2.3741561434210525
La2MgO4,-3.5651089021428564
H10As2Ca2O12,-1.778515362546154
Cu2Na6O4,-1.3502500287499988
Cu2Li4O8P2,-2.307605262767857
CuLiO2,-1.3441400106249994
Cu4O8Sc2,-1.8839106021428569
La3O12Ti4,-3.70858532008772
Ba6Ge2O10,-2.8598102145833337
Nb2O14Tb6,-3.761131711704546
O2TeTm2,-3.1912920585000015
La8O4S8,-3.0908958278750003
Mg2Na8O6,-1.7868928010937504
B2Ho2O6,-3.550308139083333
Ba3OSi,-1.2830945042499995
Ge10Ru6Sm4,-0.6485362370000004
Ba2O8Yb4,-2.780317913571428
Ho6O18Te3,-3.0463277134259266
Cu2Na12O8,-1.3310668190909092
Na4O12Ta4,-3.00070376225
Ga12N4O12,-1.7598006837328577
Al2O12Y6,-3.85287251125
Cu6F11O,-1.7089500338522219
Li2O6Ta2,-3.0561020497500015
Ba4O16Yb8,-2.8100108639285706
LiO6Ti3,-3.3086270447499984
Ga12N4O12,-1.7592585205185711
K8O8Ti2,-2.3160490920740733
Ce4O10Ti2,-3.6565582022395833
Ce2O2Se,-3.2225945082187493
Li5O5Ta,-2.6666742269318178
Ba8F12O2,-3.877559641217273
Na2O4Sb2,-1.871806759375
CuHoO2,-2.771190496875
Ba8F12O2,-3.92302038349
Cs6O6Tm2,-2.239230113195813
LiO2Zn,-1.6424903243749998
Er4O4Te2,-3.1926316565000006
H12O12Tm4,-2.3052221178014287
Ba4O16Te4,-2.265507610416666
Er4O12Te2,-3.0005852286111114
CuO4Y2,-3.066528336428572
O16Sm8Sr4,-3.6285518667857137
Cu6F10O2,-1.6082136857999991
NaO3Ti2,-2.7946347320138885
O14Ta2Tb6,-3.8522251521590896
Bi2Er2O6,-2.8327442827500007
Bi2La2O6,-2.7400592237500008
La4Na4O8,-3.0294076625
Li2Ni2P2,-0.5995746857142853
Ba4O16Tm8,-3.7519810257142856
Ga12N4O12,-1.7745279526614286
Li2O4Ti2,-2.939862837291667
Cu2Na3O4,-1.3489812911111108
H3LiO16P4Sn2,-2.3080252894012085
KO2V,-2.165144190125
O8Sm4Sr2,-3.6341940985714283
I2O2Sm2,-2.8675808612500013
KO2Yb,-2.332663940125
N4Nb4O4,-1.9331429378766671
Cu4Na4O8,-1.3353584749999996
N10O4Zr10,-2.2154447907833337
Ca2Cu4O4,-1.686282197
Ga2O4Rb2,-2.0526046782112064
Ce2O2Se,-3.2683628302187504
LiNbO12Te3,-1.8117305661764715
O4Sm2Tl2,-2.63609033875
Cu2O16P4Sb2,-2.1210915220238094
LiLuO2,-3.330262765625
O2SmY,-3.204563203750001
Ge2O7Sm2,-3.0173025503409088
Bi4O10Ti2,-2.292991556614582
Cu2O7Y4,-3.112717861442306
Ag2La2O4,-2.5798604168750003
Cu2Na10O8,-1.3669861694999998
Mg2Na12O8,-1.7279308345454547
Cu3Li3O8P2,-2.0752170333928572
I4O12Sr2,-1.5507561630555557
Ba2IrO4,-2.263758807857143
Cu2O8Re2,-1.7320601770833324
Li2Lu2O4,-3.3986268356250005
BiLi8O6,-1.9816257174999996
N4O6Zr6,-2.8901356810637515
O4Se8Sm8,-2.603821619687499
Ca2O8Tb4,-3.7581493155952383
Eu2O6Se2,-2.2633887074687493
La4Mg2O8,-3.58138193142857
Ce2O4Sm2,-3.178694842500001
B4Li4O12Ti2,-2.8768376270454543
Ho2Na2O4,-3.182515664375
Cu6F10O2,-1.6052922774666665
Ga4O8Si,-2.4442793553846154
Al4O14Si4,-3.342130243068182
Li8O6Zr,-2.474229155833333
Ba4Cs8O8,-1.7997126564827588
Li2Na2O2,-1.692012447083333
As2O8Sr3,-2.7167056915384618
ErO8Re2,-2.5655613027272697
Er6O18Te3,-3.0539291904629637
N6O3Zr6,-2.2950298645353318
Er4O12Y4,-3.9328122482500016
Li4O12Te4,-1.76578389875
NdO2Sm,-3.1251185506250003
Ba2Na4O4,-1.9448061945
Cu4Li2O8P2,-1.8532137165178568
O14Sb2Tb6,-3.436518093068182
In4O14Pt4,-1.5360044495833334
Cu4Li4O16Te4,-1.5094377060714284
Ba12O4Si4,-1.3341578652500004
Li4NbO4,-2.4277148849999994
Ba2O8Tl4,-1.6589852871428568
N8O4Zr8,-2.250848812202
O8Sm4Sr2,-3.6041463278571433
As2Nd2O8,-2.818621537916666
Hf2Li4O6,-3.1821778006250003
Ho4O12Ti4,-3.654020720583334
Li2O4Zr2,-2.9665594193750007
O12Sm4Te2,-2.8951683386111116
Ba2Na12O8,-1.6871526468181814
La4O14Tb4,-3.49811852094697
NbO4Ti,-3.173379528611111
Ce4O14Ti4,-3.691725866098485
Cu2Na2O14P4,-2.246774478457793
B6Cd4O13,-2.374225025054348
Li4O8Ti3,-3.0418541473333334
LiS2Y,-2.10836275953125
Nb2O14Sm6,-3.7010115619318182
OSb2Sr4,-1.681349114464286
C4O12Yb4,-2.8312136440000018
Cu4Na12O8,-1.36237293875
Cu2Li2O8P2,-2.1749580388775507
Cl2Dy2O2,-3.517875439836667
Cu6F10O2,-1.6029827124666651
H2O10P2Sb2,-2.116574841501607
Cu4Na12O8,-1.3724623529166653
O4Se8Sm8,-2.606145960687498
Cl4O4Rb12,-1.5743296031088974
Sn4Zr2,-0.4241133433333329
B2Li10O8,-2.3650708281666666
F5Li2NbO,-3.279064609133333
Fe4Li4S6,-0.9128132274553572
Ga4Ho4O12,-3.15598467725
O2SeTb2,-3.4044742255520832
Li4O16P4Sn4,-2.4120747428061224
Cu2Li4O8P2,-2.3041913590178567
CuO4Te,-1.2274736458333326
CuLi2O4Sn,-1.8484493699999995
Nd8O16Sr4,-3.557807123928572
Cu2Li2O2,-1.3425098937499993
Ba4Bi3O11,-2.183644554930554
Cu3Li5Nb2O10,-2.164435001624999
O2SbTb2,-2.9983141468333345
F6Li2O8Ti2,-2.181761311137408
B4Ba6O12,-3.163744958712121
Bi2Li4O6,-1.790212763125
O14P4Sn4,-2.3280131916396103
B6Bi4O18,-2.078833312589286
K2O2Rb2,-1.093762186531609
Ca2Cl4O12,-1.3127379018355556
C4O12Tb4,-2.7783678566666667
Cl2Er2O2,-3.5322161498366675
Cu3Li3O8P2,-2.078964120267857
Ba6O8Zr,-3.0714949380000003
Ho4O14Pt4,-2.4847392689772736
Ba2La4O8,-3.593544255
Ba4Cu4O8,-1.88694136
O2TlY,-2.705088156875
Ho4O12Te2,-2.988972284166666
LiNi2S2,-0.8578225536250003
Bi2Ga2O6,-1.92677639175
H2Ho2O4,-3.0459576702799986
Lu6O18Te3,-3.0783756019444444
Cu3Li5O10Te2,-1.6261170806250007
N8O4Zr8,-2.265799295202
Li2O4Sb2,-1.9719442681249992
Dy4O12Te2,-2.9751886275
Li2Nb2O6,-2.86738640075
Bi2Cu2O16P4,-2.108317580357142
La2Na2O4,-3.053562855625
Ho4Na4O8,-3.1897419793749995
CuLi5O8P2,-2.538716353392857
Lu6O12Te,-3.6667875823684217
Br2Ho2O2,-3.189228777083333
Ag2Li2O4,-0.8323020556249996
K8O12Tb4,-2.416657657180556
B4Li4O12Sn2,-2.4849488859848488
Li3O8Ti4,-3.0560856744444456
Er4O10Ti2,-3.845974838489584
Fe2Li4S4,-1.0066616466250005
Mg4O8Sn2,-2.6151735742857136
Na2O16Sb6,-1.8429782279166675
BiLi2O2,-1.7621643055
Ho4O12Sm4,-3.89880380775
EuO2Sr,-3.096083239375
Ca4O8Pr2,-3.1387469021428567
Dy4Ga4O12,-3.1485699232500015
O8Rb8Si2,-2.242450640708812
Ca4Ce2O8,-3.5674106171428566
O12Sm4Y4,-3.8694368407499993
B4Li4O12Ti2,-2.8966663815909097
K3LiO16Ti7,-3.2608283059506165
H2Ho2O4,-2.98297336653
Ba3O7Zr2,-3.5352629565625
Gd2Na10O8,-2.0396763285
Cu4Li3NbO8,-1.71678559125
K8Mg4O8,-1.9898793946999984
Er6O14Ta2,-3.898484333977272
Li4Na4O4,-1.6557823379166667
Ho4O12Tb4,-3.9313150704166673
Er4O14Pb4,-2.5641774803409088
La8O4S8,-3.0970767183750008
Hf2O14P4,-3.1837827743035714
C2Li4Lu2O14P2,-2.8122739641369043
Ho4O14Sb4,-2.79707761534091
Nb2O8Tb2,-3.5063742413888868
Cu5LiO8P2,-1.6424559327678567
Gd2Na10O8,-2.0684515884999994
As4O16Sr6,-2.683983606923076
Cu4O8Sc2,-1.990863719285714
Nb2O14Sm6,-3.683817853295456
O14Sm6Ta2,-3.798110947386364
BaNdO3,-2.9470893882500007
Bi4Ca4O12,-2.2788861747499998
NaO2Sm,-3.04205954
Cu6Na2O8,-1.1308172643749996
As2Na6O8,-2.068295216875
LiO13Ti8,-3.240798973617426
Cu2O16P4Ti2,-2.6014322942460306
La4O9Sr3,-3.4895205482031253
CuNa2O2,-1.3388243885000002
Nb4O12Sb2,-2.6464376119444446
Cr4Li3S8,-1.230504432833334
Cu6F11O,-1.7068264177411112
Cu2O8Y4,-3.0853588564285714
Nb4O12Rb4,-2.8217018608189663
Bi4O12P2,-2.0194174888492062
N8O4Zr8,-2.274816893702
Fe6Li4S8,-0.7973826006944447
Ba3Mg3O6,-2.912154945625
Cu4O12Ta4,-2.5203579357500003
Li4Nb3O12Te,-2.6031208342500003
O8Pr2Si2,-3.216904969166667
N4O6Zr6,-2.919573391063752
O16Ta4Tb4,-3.733917858055555
Cu3Li3O8P2,-2.0773909021428567
Ho4O14Zr4,-3.881808911249999
Ca6O14Zr4,-3.5794760259375007
Er4O12Tb4,-3.9491066664166663
N8O4Zr8,-2.2414693147020004
Al2O6Y2,-3.7096597327499987
Ba2Na8O6,-1.74316642671875
H4O4Rb4,-1.5088032167382763
Cu4O16Sb8,-1.4868678003571418
Na12NbO7,-1.5782715889375003
Li2Nb4O11,-2.9059444737499986
Fe2Li10S8,-1.3351366701250007
O12Te2Tm4,-3.0200603319444457
LiO8Ti4,-3.33325527051282
Ho4La4O12,-3.93544517975
Cu4Li3O8Sn,-1.5095141990624992
Cu6Li2O8,-1.1568231393749997
Cr4Li8S12,-1.25762941828125
Ga4O12Tb4,-3.141548596416668
O11Sm4U2,-3.851096469632352
Li3Nb6O11,-2.6331893166875
O14Pt4Sm4,-2.407554615795455
Bi2Nd2O8,-2.4249060645833342
Er4O10Ti2,-3.831389470364583
Cu3NaO4,-1.0945766137499993
Ba2Na8O6,-1.7052844573437498
O8Sc4Sr2,-3.7275318749999986
O8Pt6Sr2,-1.3815506375000002
Er6O14Ta2,-3.868781253068181
FeLiS2,-1.036443647031251
Li2O12Te3Ti,-1.9319094234259255
Er4Nb4O14,-3.415490072613637
O12Sm4Tb4,-3.8578515269166656
Li4O12Te2Ti2,-2.433413817416666
Mg4O8Rb8,-1.8997009041379316
Er2Nb2O8,-3.569773179166667
Nb2O14Tb6,-3.7358089330681823
Ce2O8Tb2,-3.575159144722221
CuLi4O7Si2,-2.5777560649107145
Al4Er4O12,-3.77923938525
K4O6Sr4,-2.2506661978214284
B6Lu4O15,-3.34493809555
Er4O12Ti4,-3.658643125583334
Nb3O12Ti3,-3.185583191388889
Er6O14Ta2,-3.90466428625
Er4O14Zr4,-3.8779684567045463
Fe2Li12S8,-1.3142806964772733
CuFe3Li2O8,-1.6053834542857146
Bi4O16Pr4,-2.4214691241666664
La8O16Zn4,-3.256934515
Li4NbO12Te2Zr,-2.39118172525
Cu3Li4O8Te,-1.5577827924999994
B4Bi4O14,-2.026706123825757
Li4O10Ti4,-3.1425074560648145
Hf2Li8O8,-2.7726979911111105
Er2O18Ta6,-3.539908152788461
Eu2O8Se2,-2.089982627265625
Fe4Li8S8,-1.1302568031250004
Li2O15Ti7,-3.3138067718923607
Gd4O12Tb4,-3.8562381504166665
Fe2Li4S4,-1.1516719136250004
Lu4O8Sr2,-3.8179400378571424
F15Li6Nb3O3,-3.277849417651851
Li8O8Zr2,-2.7068855066666666
Li3Nb4O12Zn,-2.773763332499999
Li5O8Ti3,-2.972150099375
Li8Nb2O8,-2.4193388777777773
Er4O14Pt4,-2.4924172194318186
Ca4Ce4O12,-3.63626447675
Al4Ga4O12,-2.7535648392499987
O12Tb4Tm4,-3.9750985289166687
Nb4O13Sr3,-3.190101156812502
Cu2Li4O8Sn2,-1.8493885275
Ca4O12Pr4,-3.0297842942500006
Li4O10Zr4,-3.2307374612500004
O14Pt4Y4,-2.4548332976136367
Al6O18Y6,-3.69511061075
La4O12Sb2,-2.9127943969444448
Nb2O8Zr2,-3.2695900216666667
Lu4O12Te2,-3.0366978563888885
Lu4O8Sr2,-3.839603140714285
Nb4O18P4,-2.79518039427198
Dy4O12Sm4,-3.87804178425
Cu2Li2O10Si4,-2.621397988472222
Cu2MgO12Si4,-2.5675597560526318
Ba4Na8O8,-1.91728776
Li2Nb4O12Zn,-2.8259454515789466
Cu4Li12O8,-1.6575670462499996
Er4O12Rb12,-2.230545700326355
LiO12Re4,-2.143795720882353
Hf2Li4O6,-3.1558436172916675
H8Cu2I4O16,-1.0481778592986666
K8O8Ti2,-2.3986831931851844
Ba4Ca4O8,-3.02357921375
Cu3Li4NbO8,-1.862491458125
La4Li4O8,-3.188945528125
Cu3O24P6Ti3,-2.5881270275793655
Li3Nb3O12Te,-2.5957528786842103
Nb2O14Sm6,-3.7005631546590902
Li4O14Ti6,-3.207356231979167
Eu4O14Pb4,-2.171492468068183
K4O6Tb2,-2.3401212296805562
Cs12O12Tm4,-2.248338439981528
LiNb3O10Sr2,-3.1527496482812487
Li12O12Sb4,-2.0746866987500003
Li4Nd4O8,-3.139274351875
Ba9Ge3O15,-2.8325867105092586
Dy2O16Te6,-2.019943859583333
Cu3Li5O10Sb2,-1.7939757516249997
Li4O16P4Sn4,-2.424114988163265
Br2O2Pr2,-3.0601186054166667
Bi4Li12O12,-1.9096084987500004
Ag2Eu2O4,-2.132391369374999
H8Ca2O16P4,-2.2962099520843804
Li4NbO8Ti3,-2.8384454437499995
F6Nb6O12,-3.1391716134224987
B8Er4O18,-3.3042110621944443
Bi4Li8O10,-1.8957846223863628
La5Li4O12Sr3,-3.150680596041667
Nb4O16Tb4,-3.5353909047222216
Cu5Li5Nb2O12,-1.9123144127083336
Cu3Nb2O12Ti2,-2.459317798859649
Cu5Li5O12Sb2,-1.634757229375
Cl4O4Rb12,-1.5592730886088972
La4LiO12Ti3,-3.66291808925
Li2O6Sb2,-2.09513612475
Cu3Li4O8Sb,-1.6328323428124998
C2Be2Li6O14P2,-2.5136799645879124
Li2Nb4O13Sr3,-3.1140419366477285
Mg8O16Ti4,-3.2959232055952383
Ba12Cl8O8,-2.8379616891457147
Nb6O16U,-3.0658154900000008
O28P8Sn4,-2.542996305053572
Bi10Na2O16,-1.6452329603571425
Fe4Li4S6,-0.8972136253125009
O16Rh4Sr8,-2.381505724642857
K4O4Rb4,-1.0961619981982758
Ho4O4S2,-3.6366759723124997
Li12O12Sb4,-1.98762913875
Er2O6Rb6,-2.2207115585406405
Ba12Br8O8,-2.6047218207142864
K2O26Sb10,-1.9078797483815784
Cs6Er2O6,-2.226272524624384
Li2Nb2O24P8,-2.578526376309524
F14Nb5O,-3.008301202895501
Cu2Li20O20Si4,-2.4132047551086955
Cu2Li2O19Si8,-2.804460747862904
Li8O32P8Sn8,-2.4108528931632653
O24P8Sn2,-2.483556724915967
Li2O24P8Sn2,-2.467531371031746
CoLiS2,-1.02796700953125
Al11NdO18,-3.3902989503333334
Li8O48P16Sn4,-2.50885138887218
Cu3NbO12Ti3,-2.4689919644736853
FeLi5S4,-1.2241833336250003
Cu4F10Li2,-2.07118770136875
Li4O32Ta12,-3.234447355416666
Nb2O24P8,-2.6031914660924365
H32O20Rb8,-1.4458215180599765
O14P4Sn2,-2.545017311303572
Li4Nb4O48P16,-2.573199027142858
H8Cl4O8Sm4,-2.4652151188333336
Li8O40P12Ti4,-2.7623724969122017
O20Sn6Ti4,-2.641500279722222
Li6O24P6Ti4,-2.869229232238096
Li14O48P14Ti4,-2.750205958708334
H24N4O16P4,-1.5349543571869049
Al24O38Pb2,-3.319216594804688
Cu2F8Li4,-2.5608143271085715
Bi12Ca8O26,-2.2515436648369573
Cu6La12O25,-2.946774821889535
O20Sr8Tl8,-2.0480966456944447
KO32Ti16,-3.4421990070340125
Cu4Li4O26Si10,-2.672896967329545
La2O24Ti12,-3.464436134473685
Bi10O24Sm6,-2.459928674625
Li2O24Ti12,-3.3887139763157905
Li2Nb2O24P8,-2.6097187054761912
Cu2Li4O20Si8,-2.79172206014706
Cu4Li4O16P4,-2.158424779591836
Li6O16P4Ti2,-2.822330785782313
Ba2O24Ti12,-3.4894133157894736
Li4O36P12Sn4,-2.465906485012756
Cu2Li2O24P8,-2.3449261535317456
Bi9K7O24,-1.5291217175249998
Li2O16P4Sn5,-2.3358380393915343
As12Ba4O22,-2.078352256776316
Li11O24Ru8,-1.7376544720930232
Cu7Na7O13,-1.3067520041203704
Al22K2O34,-3.383568194112069
Cu2Li4O8P2,-2.286582583392857
Li4O48P16Sn4,-2.4758935039484133
O24P8Sn2,-2.4652668928571435
Li4Nb4O20P4,-2.761679739486606
Li4O28P8Sn4,-2.475370858912338
Na4O32Ti16,-3.314175293974359
La2Nb6O18,-3.260475323557692
Cu4Li8O20Si6,-2.4744656301315797
Li4O16P4Sn4,-2.4099458228061224
Bi4Li4O28P8,-2.506795621639611
Li6O42P14Sn4,-2.5063031794318174
Li35O48Ru12,-1.9343342644210533
Ba8In8O19,-2.390873894869048
H7O24Ti11,-2.8693458950874606
CuLi2O4Ti,-2.3864722414583333
Ge4O14Sc4,-2.971274705795456
K6O42Ta16,-3.242985030945311
Li2O24P8Sn2,-2.4820870090873024
Li2O24P8Sn2,-2.4819232168650798
Li9O48P12Sn9,-2.474559593342492
Li4O28P8Sn6,-2.4319519274378885
La8O18Sr6,-3.5304312616406257
Li4O48P16Sn4,-2.469945643392857
Li8O32P8Sn8,-2.421503629770408
H12B12Ba6O30,-2.597721595849
Nb8O24Tl8,-2.4681784065000003
C4Cu4Li8O16,-1.8277791410937487
Li6O24P6Ti4,-2.8768116942380955
Li4Nb4O20P4,-2.773661038236608
Li4O48P16Ti4,-2.690383868763228
Li4O28P8Ti4,-2.840081002700217
C8Cu4Li4O20,-1.6317783087500004
Li2O24P8Ti2,-2.7280423841798944
H20N6O4P2S2,-0.9224125901203156
Li2Nb2O24P8,-2.5846836207539687
Cu2Li4O12Si4,-2.572217103863637
Bi12O24Tb4,-2.2044315573333337
Mg17O48Si16,-3.138041083333334
O28Ta5Y11,-3.7649099576136353
Li2O24P8Sn2,-2.511759489642857
Ba8In4O14,-2.483541559647436
Li6Nb2O22P6,-2.6856008983432536
Bi25Cu10O48,-1.4642479363253011
LiNbO24P6Ti3,-2.9982521989387765
Li4O48P12Sn16,-2.2909761358214284
Li2Nb2O24P8,-2.5670435101984137
Ba4Nb32O56,-2.875246555326088
Li4O48P16Sn4,-2.4775351581150797
Hf4Li12O12,-2.6526807558928573
C9Cu9Li9O27,-1.652906611898148
Li4O36P12Sn4,-2.487497535727041
Li8Nb4O32P8,-2.714807222060439
Li4Nb2O16P4,-2.7281743653296697
H40Al8O68S12,-1.9753157737386715
Li2Nb2O24P8,-2.5813399449206345
Bi12O20P,-1.7630169080952376
Al10MgO16,-3.4071529059259253
Li2O24P8Sn2,-2.5099550913095228
Li4O16P4Sn4,-2.408276367448979
Li3O8P2Ti,-2.8277266272108847
Li12O48P12Sn12,-2.4131522617346937
O24P8Sb2,-2.3750999349159665
K4Nb15O24,-2.596845916093024
Li12O48P12Sn8,-2.525120132446429
Li4Nb4O48P16,-2.578508214503969
Na8O24Ti10,-3.1188567563492073
H16K8O32P8,-2.238738398110356
K16O20Sb8,-1.8731833218863645
Ba12O27Pt9,-2.086446481953125
Li4O36P12Sn4,-2.4586754089413283
Li4O28P8Sn6,-2.4166002402639752
Li2O24P8Ti2,-2.719927364457672
Cu8Li8O60Si24,-2.69693057645
Li9O24P6Sn3,-2.5700209028061227
Li12O48P12Sn12,-2.4340052892346944
O24SmY15,-3.978865497312501
Li12O48P12Ti8,-2.847623787488096
Li8O28P8Sn4,-2.5240938952529763
Li2O32P10Sn4,-2.451769025029762
Li4O30P10Sn2,-2.5310379895419244
Li2O48P14Sn8,-2.432605068055556
Li6O24P6Sn4,-2.477395546821428
Cu2LiO4P,-1.846034453392857
Li5O16Ti8,-3.165588995287356
Li2O24P8Ti2,-2.6872401261243386
Li6O32P8Ti6,-2.8976722210989014
Ca8O16Si4,-3.434598541428571
Cu2F6Li2,-2.352662941714
Ho19O48Y13,-4.025439885562498
C6Cu6Li2O18,-1.44754181390625
Li8O36P12Sn2,-2.585806680357144
Li4O48P16Sn4,-2.485322103948413
K4O6Yb4,-2.537309967107144
K6Nb14O38,-2.980965866301725
Li8O28P8Sn4,-2.567348166294644
Li4O12Ti6,-3.128505282954546
La4O18Ti6,-3.701581621160714
Ba6Bi6O17,-2.2155143300431033
Li4O36P12Sn4,-2.5075454035841847
Cu4Li4O16P4,-2.1697664460204082
O38Pb12Re12,-1.789214328830645
Li4O28P8Ti4,-2.833358939063854
Li2O28P9Ti3,-2.7569327660544225
Cu3F10Li4,-2.3696120530529408
Li4O28P8Ti4,-2.8424342429274887
Li12O32P8Ti4,-2.820399440246598
Li4O48P16Sn4,-2.47771726922619
Cu4Li2O8P2,-1.8559830471428571
Li6O32P8Sn6,-2.4629595605219774
Cu2Li2O8P2,-2.1399405110204084
Li2O24P8Ti2,-2.7030572275132267
Li4O28P8Ti4,-2.817460651336581
Cl4O22Sb16,-1.6592331531080948
Li4O28P8Ti4,-2.835155370654762
Mn11Pd21,-0.2300895343749998
O26P8Yb4,-2.8296295263063924
Cu6Li6O24P6,-2.161342017210884
C6Cu6Li4O18,-1.5563629780882349
Li2O24P8Ti2,-2.723638915846561
O48P12Pb18,-2.3415786567399257
Bi11O20P,-1.6958722960044632
Nb6O21Ti3,-3.1704008388749987
Li12O48P12Sn8,-2.485085209696429
Cu4F12Li2,-2.111925990793333
Nb18O50P2,-3.0311386173826533
Li6O24P6Ti4,-2.860744755988096
N8O20Zr16,-3.1504174412281816
Ca4O34P12,-2.8741219787642867
Cu2F8Li4,-2.5734031542514284
Li6O16P4Ti2,-2.81795569542517
Li6O32P8Sn6,-2.440548273983516
Li12O48P12Ti8,-2.874440097988096
Bi8La10O27,-2.905594486972222
Ba8In6O17,-2.4211213993951617
C4O12Yb4,-2.7809776415000007
Cu4Li8O16Si4,-2.3518413096875
AgHg,0.08500310000000001
Li12O48P12Sn8,-2.479357898821429
Cu4Li4O36P12,-2.351527048762754
Cu8Li8O32P8,-2.19748188012755
H24Be4F16N8,-1.6691070583646148
Cu4Li4O16P4,-2.1909815206632643
H24Cl2N14P4,-0.6616735112566232
Cu4F16Li8,-2.5375840163942853
H8F8K8O24P8,-2.529093258564694
Nb8O25Tl8,-2.41860484320122
Cu2F8Li6,-2.6417196405950003
Li2Nb4O8,-2.730017058571428
O28Ta5Y11,-3.7640758585227263
Al22O34Tl2,-3.3233612831465513
Bi23O40Sr7,-1.908233507071428
Cu4Li8O16P4,-2.3107482315178567
Li6O32P8Ti6,-2.8705883535989014
C9Cu9O27,-1.3224467440555563
Nb4O28Ti10,-3.318159428849208
Cu4F14Li4,-2.27455292303
LiNbO12Te3,-1.8188859308823535
O18Ta6Y2,-3.4827032900961536
Bi4Li2O22P6,-2.4369197494222683
Ag4Hg4,0.0887048075000001
Nb2O16Ti6,-3.339733197083333
Cu4Li8O16Si4,-2.3390960524999995
Cu3Li6O12Si3,-2.338556039375
Li12O48P12Ti8,-2.856644613613096
Cu4Li8O16Si4,-2.334234146875
Cu4Li4O16P4,-2.1885250978061217
Bi4Li4O28P8,-2.50416259573052
Cu4Li8O16Si4,-2.3389695490625
Cu6Li7O12,-1.4871365298000006
H20Al8Na8O26,-2.185377213304839
Cu6Li8O12,-1.5486491413461536
Al8Ca4O32Si8,-3.440521604423076
Li6O24P6Ti4,-2.8489285069880963
Li9O48P12Sb9,-2.4270505273168497
C6Cu6Li2O18,-1.47534803890625
F32Nb8O4,-3.3362865425700003
Li2O24P8Ti2,-2.693431112513227
Cu4Li8O16Si4,-2.3431631049999995
CuF6Li5,-2.7872188764283337
Cu2Li4O8Si2,-2.33659203375
O56P16Ta7,-2.8058763257504524
O36Re12Sr5,-2.3216415725471697
C6Cu6Li4O18,-1.583599107794117
Li4O8Ti3,-3.0038837273333328
C6Cu4Li2O18,-1.5135727935000003
LiO10P2Sb3,-2.247290654486608
Bi4Li12O32P8,-2.535573886734693
Fe6LiP4,-0.525501608961039
H8Er4K12O40Si12,-2.8930819012494733
Fe2LiP2,-0.6096678428571423
Li4O24Te6Ti2,-1.946160839814815
Li4O48P16Ti4,-2.6961484607076724
Cu12Li12O48P12,-2.1352322447108842
Li3O8P2Sb,-2.5179130935204084
H16Al8K4O44P8,-2.4009257240257864
Cu2Li2O18P6,-2.3660227569770407
Cu4Li4O16P4,-2.163993264948979
Cu4Li4O24P8,-2.287752677178573
H12B20O38Rb4,-2.4984107389953056
Cu6Li6O24P6,-2.1620943300680278
C9Cu9Li3O27,-1.4706491131770831
NbO12Ti5,-3.388894233796296
Cu6NaO8,-1.0140809389999996
Cu24Li24O96P24,-2.1373472616751688
Li12O48P12Sb8,-2.454787116196429
Cu4Li12O20P4,-2.310230251839285
Cu16F56Li8,-1.882939942958
C12H12N18Na6O6,-0.6936101925699989
Bi2Li2O24P8,-2.525801457420634
Cu24Li24O96P24,-2.1456960442346933
H8Cu8Li40O32,-1.7509712222609088
H4F16N4P8,-1.9423189228182145
C2H12Cs4O12,-1.6762556800255866
Cu4Li8O48P16,-2.432686472424812
C3Cu3Li3O9,-1.6475930048611116
Bi4Li4O48P16,-2.511405792559524
H24Ga4N6O24P6,-1.7266433452190182
Cu2O16P4Sn2,-2.236175916190476
Cu8Li24O32Si8,-2.3185991641666663
Bi4Li4O28P8,-2.482676151412338
Li6O32P8Sb6,-2.4409881160989007
Li2O24P8Sb2,-2.5115231140873013
Li9O24P6Sb3,-2.516476657091837
Bi2Li2O24P8,-2.5193803043650793
H16K4N16O56Sm4,-1.5219488759166662
Bi4Li4O28P8,-2.477259713685065
Li2O24P8Sb2,-2.474671785198413
CuF8Li5,-2.7605675049657146
H3LiO16P4Sn2,-2.326003872093517
Li6O24P6Sb4,-2.462754263321428
H36Ga8N4O44P8,-1.7862573964198285
K6O34Ti16,-3.3222466213779773
H18B6O18,-1.928198108991904
Li8O40P12Sb4,-2.5146820102455365
Cu4F24Li12,-2.615102372464
Li2O24P6Zr4,-3.181083667579366
Cu2F12Li4,-2.2372997713488894
Li4O48P16Sb4,-2.4887514851984127
Li12Nb14O42Zn,-2.889117419528985
Li6O24P6Sb4,-2.4597768690714283
Cu2F10Li4,-2.4468589488687504
Bi4Li4O48P16,-2.489943212559523
Al11NaO17,-3.3728153246982755
Li6Nb12O36Zn3,-2.8243098021052644
Bi2Li2O24P8,-2.509950491031746
